id,display_name,about_me,age,creation_date,last_access_date,location,reputation,up_votes,down_votes,views,profile_image_url,website_url
59115,Jeff Siver,"<p>Having fun developing solutions at CellTrak Technologies, Inc.</p>",,2009-01-26 20:21:33.447 UTC,2019-11-26 17:34:26.620 UTC,"Carol Stream, IL",6891,322,9,364,,http://blog.jeffsiver.com
59541,Nate Cook,,,2009-01-27 21:56:54.033 UTC,2019-11-25 17:24:50.613 UTC,"Evanston, IL",80731,1055,154,3768,https://i.stack.imgur.com/svAFf.jpg,http://natecook.com/
59561,cwash,"<p>Software developer from Richmond, VA.</p>

<h1>SOreadytohelp</h1>",,2009-01-27 22:37:03.437 UTC,2019-11-27 19:02:26.443 UTC,"Richmond, VA",3795,464,19,741,,
59855,Farzy,,,2009-01-28 17:35:44.497 UTC,2019-11-26 18:40:49.767 UTC,France,71,6,0,21,,
59943,Yngve Sneen Lindal,,,2009-01-28 21:18:54.330 UTC,2019-11-30 11:51:06.567 UTC,Norway,943,151,2,478,,
60261,Dan Lew,,,2009-01-29 16:16:07.600 UTC,2019-11-30 18:39:46.117 UTC,,76351,623,0,5185,,http://danlew.net
60858,user60858,,,2009-01-30 22:57:17.447 UTC,2010-01-05 23:53:57.807 UTC,,63,2,0,16,,
61842,wojakzek,,,2009-02-03 08:55:53.167 UTC,2017-10-19 21:49:31.183 UTC,"Ankara, Turkey",277,9,0,42,,http://umut.durakailesi.com/academic
62306,Benny,,,2009-02-04 07:50:00.507 UTC,2019-03-09 09:20:06.373 UTC,India,306,32,2,42,,http://www.macronimous.com
62372,Jakob Stoeck,,,2009-02-04 12:01:56.237 UTC,2018-02-26 15:29:44.543 UTC,"Munich, Germany",504,46,0,161,,https://jakobstoeck.de
62904,sinzi,,,2009-02-05 14:10:48.503 UTC,2013-07-03 12:40:22.270 UTC,"Vienna, Austria",121,2,0,36,,
62917,Nate,"<p>I like computers.</p>

<p>For FB: 4k6iQ234Ibc8tg6w</p>",,2009-02-05 14:50:51.230 UTC,2019-11-27 14:58:47.987 UTC,"Pittsburgh, PA",1943,130,7,154,,http://slimeslurp.net
63416,Paul,"<p>I work as a software development manager, working mostly with C#, Azure and SQL Server.</p>",,2009-02-06 17:22:26.073 UTC,2019-03-13 11:27:00.080 UTC,"Reading, UK",12763,104,2,494,https://i.stack.imgur.com/tKgV5.jpg,
63852,Urszula Karzelek,"<p>""If you really want to understand something, the best way is to try and explain it to someone else. </p>

<p>That forces you to sort it out in your mind. And the more slow and dim-witted your pupil, the more you have to break things down into more and more simple ideas. And that's really the essence of programming. </p>

<p>By the time you've sorted out a complicated idea into little steps that even a stupid machine can deal with, you've learned something about it yourself."" - Douglas Adams</p>",,2009-02-08 10:53:09.337 UTC,2019-11-25 15:57:37.093 UTC,"Wroclaw, Poland",555,443,10,505,https://i.stack.imgur.com/1Wahg.jpg,http://young-stars.pl
64679,George,,,2009-02-10 17:25:36.363 UTC,2019-11-29 15:06:54.527 UTC,"London, United Kingdom",3154,137,5,191,,
65916,Tommy,"Hi,
I`m a graduate in physics, new to the software arena.
Would like to learn the fundas of programming.
Seeking help from the gurus",,2009-02-13 06:24:38.220 UTC,2014-11-02 22:48:12.580 UTC,,675,23,1,126,,
66137,cvoeller,,,2009-02-13 16:32:07.057 UTC,2013-12-04 17:37:37.557 UTC,"Boulder, CO",25,0,0,22,,
67600,Tom Crayford,,,2009-02-17 22:28:15.253 UTC,2016-11-01 03:21:12.640 UTC,,467,43,3,145,,
68877,Robert Wilson,,,2009-02-20 11:32:39.847 UTC,2010-07-20 10:35:22.697 UTC,,775,37,0,91,,
70130,Brad,"<p>I write code. I write code for my job. I write code for my own entertainment. I write code for family members. I write code for fun. When I’m not behind a keyboard, I’m usually outdoors either screaming at one of my favorite sports teams at a game or peacefully fishing from a kayak in Lake Anna.</p>",,2009-02-23 23:18:01.700 UTC,2019-10-15 15:32:00.537 UTC,Maryland,629,86,3,122,,http://brandnameboredom.github.io/
71332,WayneC,,,2009-02-26 10:30:57.353 UTC,2019-11-29 17:10:54.500 UTC,"London, United Kingdom",3598,570,225,255,,
73184,Clive,Studied aeronautical engineering at university but turned to programming 10 years ago. Currently spend most of my time in C#.,,2009-03-03 11:41:26.597 UTC,2017-06-10 21:27:41.940 UTC,"London, United Kingdom",2900,14,0,189,,
74552,chipotle_warrior,,,2008-11-20 08:05:28.763 UTC,2014-11-24 04:43:56.220 UTC,"Cincinnati, OH",5645,128,8,307,,
74694,Neeme Praks,,,2009-03-06 13:14:36.037 UTC,2019-11-29 14:32:52.637 UTC,,7459,1849,38,1031,,
76465,Chathuranga Chandrasekara,"<p>A seasoned professional with 10+ years of Industry experience. </p>

<p>The core competencies are,
1. Full Stack Solutions Architecture
2. Design and Implementation of Internet of Things (IoT) Software and Hardware/Firmware</p>

<pre><code>Programming Languages - Java | Python | NodeJS | JavaScript | TypeScript 
Front End Frameworks - Angular | React | Backbone | Bootstrap | Material
Dependency Injection - Spring
ORM - Hibernate
Microservices - Spring Boot
Batch Processing - Spring Batch
Containerization - Docker
Orchestration – Kubernetes
Databases – MySQL | Postgres SQL | MS SQL Server
NoSQL - MongoDB | Cassendra
Build Tools – Maven | Gradle
CI/CD – Jenkins | Ansible | Chef
Testing - JUnit | Jasmine | Karma | RestAssured | Selenium
Caching - Redis | Guava
Dashboarding - Kibana | Banana
Reporting - Jasper | Penthaho
Health Monitoring – Prometheous | OpenTSDB | Ngios
Messaging – RabbitMQ | Kafka
API Gateways – Zuul | WSO2 API Manager | Nginx | Kong
Cloud Services – AWS | OpenShift
Identity Providers - KeyCloak | Apereo CAS
REST Documentation - Swagger
REST Security - JWT | OAuth2
Protocols - CoAP | STOMP | XMPP | TLS | REST | SOAP | MQTT | AMQP
Source Management - Git | Subversion | Mercural
Deep Learning &amp; Numerical Calculation - Keras | Tensorflow | Caffe | Pandas | Numpy
Image Processing and Computer Vision - OpenCV
Project Management - Jira | ScrumWorks
Programmable Hardware - Arduino | Rasberry Pi | PIC | ESP 32| ESP8266 
GPRS &amp; NB-IoT - SIM 800 | SIM 900 | SIM 7000
IoT Prototyping - NodeRed 
Search Engines - Elastic | Solr | Fast ESP
Mobile – Android | Telerik NativeScript | Ionic 2 | React Native
</code></pre>

<p>My other interests are,
1. Machine Learning 
2. Deep Learning / Artificial Neural Networks
3. Artificial Intelligence</p>",,2009-03-11 03:01:11.070 UTC,2019-11-28 01:27:14.887 UTC,"Colombo, Sri Lanka",17899,1112,25,5197,,https://www.linkedin.com/in/chathurangac
78255,Kuba Suder,<p>Independent Mac/iOS and Ruby developer</p>,,2009-03-15 12:28:36.443 UTC,2019-11-30 22:49:38.310 UTC,"Krakow, Poland",6776,618,24,427,,https://mackuba.eu
78466,Rocco Lampone,,,2009-03-16 06:13:30.877 UTC,2009-03-16 14:01:56.087 UTC,,131,0,0,32,,
78615,shrimpwagon,"<p>My forte is all things Linux, Apache, MySQL and PHP. As of 3 years ago I primarily code within the Laravel framework. I also have an extensive programming background in 2-D and 3-D graphics programming.</p>",,2009-03-16 14:40:58.833 UTC,2019-11-27 21:56:23.513 UTC,"Charleston, SC",639,186,4,168,https://i.stack.imgur.com/ELGNl.jpg?s=128&g=1,
82316,Peter,,,2009-03-25 00:40:58.230 UTC,2009-04-17 14:54:51.323 UTC,,445,0,0,82,,http://www.dur.ac.uk/peter.marsh/
82790,rtalbot,"<p>I am Rich Talbot.</p>

<p>I write code, create and play.</p>

<p>I will eat your head.</p>",,2009-03-25 20:10:26.033 UTC,2019-11-27 00:17:00.777 UTC,127.0.0.1,1501,90,12,88,https://i.stack.imgur.com/qCFi1.jpg,http://rjtalbot.com
83214,DJ.,"I am a software developer in Philadelphia. I program in mostly C# and SQL with some C++ here and there. I am a gadget junkie, a drummer and a guitarist.",,2009-03-26 16:23:45.087 UTC,2019-11-26 21:38:45.233 UTC,"Philadelphia, PA",856,41,9,128,,http://djphila.blogspot.com/
83435,So8res,,,2009-03-27 02:15:41.670 UTC,2019-10-29 04:15:33.947 UTC,,7844,159,0,408,,http://so8r.es
83554,jonpalin,,,2009-03-27 09:40:36.937 UTC,2013-12-16 15:42:40.990 UTC,United Kingdom,93,3,0,19,,
84736,wisnij,I work as a programmer for a financial software company in Connecticut.,,2009-03-30 17:28:45.287 UTC,2019-05-07 19:23:12.973 UTC,United States,218,13,8,89,,http://xaonon.dyndns.org/
86671,buntykawale,,,2009-04-03 10:01:25.467 UTC,2009-06-12 13:30:55.480 UTC,,151,12,0,50,,
86771,Svetoslav Marinov,"<p>My friends call me SLAVI or SVETLIO. I have graduated from the Technical University of Sofia, Bulgaria with degrees in Computer science and Electrical Engineering. For more info see my linked in profile. Found of Orbisius, qSandbox and more.</p>

<p>Feel free to connect with me on the following social networking sites.</p>

<p>Linked In: <a href=""http://linkedin.com/in/svetoslavmarinov"" rel=""nofollow noreferrer"">http://linkedin.com/in/svetoslavmarinov</a></p>

<p>Twitter: <a href=""http://twitter.com/lordspace"" rel=""nofollow noreferrer"">http://twitter.com/lordspace</a></p>

<p>WordPress: <a href=""http://profiles.wordpress.org/users/lordspace/"" rel=""nofollow noreferrer"">http://profiles.wordpress.org/users/lordspace/</a></p>

<p>Google Plus: <a href=""https://plus.google.com/104683961928677327203/"" rel=""nofollow noreferrer"">https://plus.google.com/104683961928677327203/</a></p>

<p>PHP Classes: <a href=""http://www.phpclasses.org/browse/author/166391.html"" rel=""nofollow noreferrer"">http://www.phpclasses.org/browse/author/166391.html</a></p>",,2009-04-03 14:51:42.397 UTC,2019-11-23 14:56:51.747 UTC,Canada,1170,123,7,348,,http://orbisius.com
86866,Justin,,,2009-04-03 18:52:49.353 UTC,2019-07-11 17:58:23.167 UTC,,1040,9,0,86,https://i.stack.imgur.com/549GK.jpg,http://kickhealth.co
87719,Andrew C,"<p>Co-founder of TempoDB, the hosted time-series database.  Love all things measurement and time-series.</p>",,2009-04-06 17:04:07.297 UTC,2017-01-25 21:00:36.093 UTC,"Chicago, IL",998,20,0,121,,http://tempo-db.com
87862,gcastro,"<p>Software engineer at <a href=""http://www.newrelic.com"" rel=""nofollow noreferrer"">New Relic</a>, working on the Core Application (RPM). Previously an IBMer with the J9 JVM team and a System Software Engineer with Akamai in Ottawa.</p>

<p>Work mostly with Ruby, Rails, Javascript, and Coffeescript these days but I also know my way around Java, Eclipse, JFace/SWT. Also keenly interested in UXD, Agile, D3.js and Objective-C/Cocoa.</p>

<p>Presented at EclipseCon <a href=""http://www.eclipsecon.org/2007/index.php?page=presenters/#Gabriel_Castro"" rel=""nofollow noreferrer"">2007</a>, <a href=""http://www.eclipsecon.org/2008/index.php?page=sub/&amp;id=112"" rel=""nofollow noreferrer"">2008</a>, and <a href=""http://www.eclipsecon.org/2009/sessions?id=359"" rel=""nofollow noreferrer"">2009</a>.</p>",,2009-04-06 23:32:25.147 UTC,2019-05-23 21:52:46.837 UTC,"Vancouver, WA, USA",6186,59,8,198,,http://technicalworx.com
88260,antonmills,,,2009-04-07 19:08:16.477 UTC,2018-01-30 13:41:55.923 UTC,,157,4,0,31,,
88701,twon33,,,2009-04-08 17:02:05.333 UTC,2015-04-10 15:25:59.060 UTC,United States,525,32,1,50,,
91007,nickmorss,,,2009-04-15 09:18:36.847 UTC,2015-11-09 11:49:57.427 UTC,"London, United Kingdom",621,17,6,82,,http://pistachiomonkey.com
92039,y ramesh rao,<p>Primarily working as individual contributor evangelizing TDD and giving utmost adherence to Domain Driven Design alongside Clean Architecture with Clean Code.</p>,,2009-04-17 09:06:52.300 UTC,2019-11-28 10:29:57.633 UTC,"Nagpur, India",2575,119,3,817,https://www.gravatar.com/avatar/06ed2fcba7348a768885a413023012dc?s=256&d=identicon&r=PG,
92310,Derick Rethans,,,2009-04-17 19:35:46.390 UTC,2009-10-27 13:32:38.313 UTC,,80,0,0,69,,http://derickrethans.nl
92991,mgkrebbs,,,2009-04-20 05:34:28.323 UTC,2019-11-18 17:53:18.633 UTC,United States,789,365,11,56,,
93462,Igor Korkhov,,,2009-04-20 22:41:15.157 UTC,2019-11-22 18:26:06.430 UTC,"London, United Kingdom",6626,324,8,717,,
93854,NickJ,,,2009-04-21 15:02:21.973 UTC,2019-04-15 07:28:46.733 UTC,,213,15,0,69,,
94541,kingrichard2005,<p>Test Engineer at ViaSat</p>,,2009-04-22 18:39:24.080 UTC,2016-03-19 15:13:16.647 UTC,,6039,5,0,351,,
95974,Teerasej,,,2009-04-25 15:18:38.660 UTC,2019-11-14 17:04:06.937 UTC,,1326,31,0,146,,http://flexblog.teerasej.com
97786,Chris Dwyer,"<p>.NET Programmer</p>

<p>Armchair Theologian</p>

<p>Math Recreationalist</p>",,2009-04-29 15:52:38.560 UTC,2019-11-25 20:39:45.420 UTC,California,2757,939,3,588,,
98711,BlackGaff,<p>A sound designer by trade who now does quality assurance for web-based applications and back-end testing of services and interfaces sitting on oracle-driven databases.</p>,,2009-04-30 16:16:28.183 UTC,2013-10-02 19:05:58.313 UTC,Utah,6864,111,10,550,,http://www.joekillian.com
99767,Edward,"<p>Software Engineer. Developing using .Net, Java and Flex.</p>",,2009-05-02 06:58:18.600 UTC,2019-11-29 15:31:02.570 UTC,"London, United Kingdom",325,146,21,124,,http://www.edwardmanning.com
100170,Schrockwell,I am uncomfortable outside my state of perpetual connectivity.,,2009-05-03 09:28:11.417 UTC,2019-11-30 03:32:28.433 UTC,United States,758,614,14,169,,http://rockwellschrock.com/
100519,Joey Baker,"Joey Baker is multimedia journalist, active in ‘new media’ journalism through college media websites and CoPress. As a self proclaimed geek, Baker grew up on the web and first began working in the .com industry by designing user-experience and user interface customization for a small web design firm.

As a student at  Syracuse University, served The Daily Orange photo editor for a year, transitioning the department to a first-class workflow, and tripling the size of the department. Serving next in the newly created position of Exponent of the Evolution, Baker, led The Daily Orange in the creation of a blog network, established a video journalism department, and brought the DO into the social media world.

Not content with his successes at the Daily Orange, Baker decided to change the college media industry as a whole. In 2008 he went on to be a founding-member of CoPress, a new, national, non-profit organization centered around the creation of a technical ecosystem for college media. As the business manager, he has personally witnessed the response around the nation, as upwards of 30 college newspapers responded within months of CoPress’ creation. CoPress is currently in the final round of the Knight News Challenge.

Baker is an avid consumer and debater in the new media revolution. His acclaimed and convincing blog posts and tweets have been recognized by Mark Briggs, Jeff Jarvis, Ryan Sholin and many others. He is equally interested in the creation of good content as he is with sustainable web-business models which will restore the journalism industry.

In his other life, Baker is a working EMT, an active backpacker and has excellent taste in beer. He is available for consultation regarding the evolution of towards ‘new media’.",,2009-05-03 22:23:32.347 UTC,2011-08-04 01:13:57.243 UTC,California,53,21,0,79,,http://byjoeybaker.com
100605,Coffee Cup,,,2009-05-04 02:20:21.980 UTC,2016-07-22 01:53:59.137 UTC,Australia,223,14,0,118,,
100782,adrien334,,,2009-05-04 10:17:00.290 UTC,2019-03-19 09:36:22.767 UTC,,483,4,0,90,https://graph.facebook.com/725092122/picture?type=large,
101767,Serapth,National man of non-mystery.,,2009-05-05 18:30:28.803 UTC,2017-06-02 11:09:42.920 UTC,Canada,6681,30,1,433,,
102210,Simon Crabtree,,,2009-05-06 13:00:24.437 UTC,2012-11-19 13:30:05.493 UTC,,111,0,0,47,,
103337,Don Wilson,"<p>PHP experience since PHP 3.0, HTML before that. Now I work primarily with HTML, CSS, PHP, MySQL, jQuery, mongoDB, and other web technologies.</p>",,2009-05-08 06:05:41.547 UTC,2019-11-26 23:04:33.050 UTC,"Dallas, TX",560,118,13,122,,http://www.pyxol.com/
103371,deepak,,,2009-05-08 07:57:36.350 UTC,2017-04-04 05:55:00.900 UTC,,703,0,0,118,,
103576,user103576,,,2009-05-08 14:20:46.840 UTC,2013-12-20 22:40:52.100 UTC,,310,95,0,35,,
104785,Annibigi,<p>Learning a lot of stuff</p>,,2009-05-11 13:24:39.693 UTC,2013-05-29 09:35:25.530 UTC,,4795,6,0,147,,
105161,Raghu,,,2009-05-12 05:31:42.050 UTC,2014-12-02 14:10:25.703 UTC,,385,10,0,36,,
105858,KClough,,,2009-05-13 00:37:22.873 UTC,2019-11-30 17:54:45.897 UTC,"Philadelphia, Pennsylvania, United States",1869,288,9,224,,http://jarv.us
105954,gigawatt,,,2009-05-13 04:06:20.260 UTC,2019-10-14 17:40:28.833 UTC,,57,47,0,18,,
106545,Stefano,,,2009-05-13 18:36:10.247 UTC,2010-03-29 19:56:26.437 UTC,,290,2,0,53,,http://trak.herokugarden.com
107306,Hector Scout,<p>I'm a door-to-door snake salesman.</p>,,2009-05-14 20:12:52.027 UTC,2019-07-02 17:33:54.223 UTC,Utah,1358,52,1,244,https://i.stack.imgur.com/U0Bil.jpg?s=128&g=1,http://hectorsduck.blogspot.com
107902,andyhammar,"dev who likes a little of everything
mostly doing c#/.net/wpf/mysql/web services",,2009-05-15 19:24:09.873 UTC,2019-11-29 08:44:41.403 UTC,"Norra Klagshamn, Sweden",1310,65,3,113,,http://andyhammar.wordpress.com
108102,mistalaba,<p>Traveling Django developer</p>,,2009-05-16 09:25:52.393 UTC,2019-11-30 07:48:08.840 UTC,"Ystad, Sweden",466,73,1,31,,http://www.martinkjellberg.com
108907,Joe Freeman,,,2009-05-18 16:43:11.873 UTC,2019-11-29 18:36:04.433 UTC,"London, United Kingdom",2054,182,2,146,,http://joef.co.uk
111500,Hanse,"<p>Twitter: <a href=""http://twitter.com/Hanse"" rel=""nofollow"">@Hanse</a></p>

<p>Flickr: <a href=""http://www.flickr.com/photos/8455565@N05/"" rel=""nofollow"">hanskristiankoren</a></p>

<p>GitHub: <a href=""http://github.com/Hanse"" rel=""nofollow"">Hanse</a></p>",,2009-05-23 12:15:29.503 UTC,2019-10-15 18:01:51.337 UTC,"Oslo, Norway",996,9,2,48,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,http://hkri.me
112232,PhDP,,,2009-05-25 18:56:22.273 UTC,2016-04-30 19:17:34.733 UTC,Quebec,357,196,4,72,,http://phdp.huginn.info/
114104,Iso,<p>A person who try to write a code based on his experience and google references ;)</p>,,2009-05-29 04:31:40.153 UTC,2018-09-14 04:37:37.627 UTC,,2718,97,2,115,,http://ainamosi.wordpress.com
116786,psquare,,,2009-06-03 18:28:20.450 UTC,2019-01-04 19:10:23.513 UTC,,69,9,0,58,,
117251,Matt,,,2009-06-04 10:45:30.450 UTC,2015-10-18 19:46:45.850 UTC,,265,4,0,29,,
117373,sksizer,,,2009-06-04 14:09:06.983 UTC,2013-07-25 03:43:23.117 UTC,,221,8,0,25,,
118638,shoreline,,,2009-06-06 20:02:56.950 UTC,2013-02-14 00:19:15.830 UTC,California,53,0,0,33,,
118995,Brian,,,2009-06-08 02:31:03.337 UTC,2010-05-16 01:21:40.750 UTC,,87,14,0,25,,
119343,v3ga,Beginning webdev.....,,2009-06-08 16:58:19.217 UTC,2013-11-15 16:43:53.287 UTC,Portugal,169,8,2,108,,http://v3guita.labrute.com
120292,Quinn Taylor,"<p>I'm a Computer Science nerd, longtime Mac addict, and software engineer in Silicon Valley. Happily, I work mostly with Objective-C and a bit in Swift, but I also enjoy Python, use Java when I must, and avoid C++.</p>",,2009-06-10 04:57:12.267 UTC,2019-11-20 21:41:43.547 UTC,"Pleasanton, California, United States",42617,3376,100,8790,,http://about.me/quinntaylor/
